OBJECTID,RSPB_Reference,County,Incident_Type,Month,Year,Grid_Square,Details,More_Info_Here,Country,GlobalID,SHAPE_Length,SHAPE_Area
7189,90734,NORFOLK,Poisoning,April,2008,TF91,Species targeted: Birds of prey. Species involved: Crow x 1. Tested positive for: Alphachloralose.,No Link,ENGLAND,{08375012-64FA-42D8-AB62-878683701A79},65939.4360770798,271750016.604303
7190,96459,DEVON,Poisoning,April,2013,SS62,Species involved: Buzzard x 2. Tested positive for: Carbofuran.,No Link,ENGLAND,{5F47D981-5A02-47ED-AC07-61594C120B6E},63537.5615657037,252313292.052999
7191,92210,CORNWALL,Shooting,October,2009,SW83,Species involved: Barn owl x 1.,No Link,ENGLAND,{EB5C686E-6875-49A6-AA85-36D5F2C0C668},62408.218030478,243423531.662761
7192,88656,MONMOUTHSHIRE,Illegal Trapping (Other),August,2007,SO32,Species targeted: Birds of prey.,No Link,WALES,{B999F656-24F6-488F-AF30-EDADF6ACD270},64823.4966961128,262629797.097998
7193,93778,HAMPSHIRE,Poisoning,April,2011,SU42,Species involved: Buzzard x 1. Tested positive for: Alphachloralose.,No Link,ENGLAND,{61F1A9AF-29A7-4428-BC14-B68C536D40B2},63569.4893537093,252566933.51926
7194,94565,SOUTH LANARKSHIRE,PersecutionOther,January,2011,NS93,Species targeted: Birds of prey. Possession of: Carbofuran.,No Link,SCOTLAND,{ED76AFD0-A6A4-4533-AF1D-81421CDC3AFD},70726.7560616983,312641561.808736
7195,100350,NORFOLK,Shooting,March,2018,TG32,Species involved: Buzzard x 1.,No Link,ENGLAND,{652BD9EA-6FE9-446D-9D7A-9FDB01802A66},66036.7744750204,272552912.74206
7196,97953,NORTH YORKSHIRE,PersecutionOther,December,2015,SE06,Species targeted: Birds of prey.,No Link,ENGLAND,{661BA34D-7017-42A1-A630-AB22276EF534},68138.9243574141,290181505.876782
7197,93567,HIGHLAND,Poisoning,May,2010,NH73,"Species involved: Red kite x 1; poison bait (grouse) x 1. Tested positive for: Carbofuran.",No Link,SCOTLAND,{866285D1-5A64-4C83-9C74-D21464A83A08},74128.4084733838,343438223.981425
7198,99489,ESSEX,Shooting,November,2017,TL72,Species involved: Buzzard x 1.,No Link,ENGLAND,{976A7705-0554-4874-BFB5-2758F77C6CB7},64768.595584523,262185123.538568
7199,98086,NORTH YORKSHIRE,Illegal Pole/Spring Trapping,February,2016,SE98,Species involved: Buzzard x 1.,http://www.yorkshirepost.co.uk/news/crime/badger-shot-in-eye-and-birds-trapped-in-spate-of-north-yorkshire-attacks-1-7812747,ENGLAND,{ADB5BFD3-F09F-49D7-9EDD-50D2B649FB4E},68412.2385058604,292514090.253304
7200,103615,NORFOLK,Poisoning,September,2021,TL78,Species targeted: Birds of prey. Species involved: poison bait (Pheasant x 1). Tested positive for: Strychnine.,https://www.rspb.org.uk/about-the-rspb/about-us/media-centre/press-releases/gamekeeper-escapes-jail-after-killing-birds-of-prey/,ENGLAND,{EF10D130-0124-4D90-B022-727F0DD7A9A4},65553.7268018841,268580133.122654
7201,95466,ABERDEENSHIRE,Illegal Trapping (Other),April,2012,NJ70,Species targeted: Birds of prey.,No Link,SCOTLAND,{6846C7E5-325F-4E4D-881D-BA45FEBDD1F3},73636.6438858425,338896627.613141
7202,98357,NORTH YORKSHIRE,PersecutionOther,April,2015,NZ00,Species targeted: Birds of prey.,http://www.rspb.org.uk/community/ourwork/b/investigations/archive/2016/12/09/more-dark-secrets-in-north-yorkshire.aspx,ENGLAND,{0B5055E1-11F9-4757-AE5A-5F6FDDB6F20D},68732.874922479,295262447.731873
7203,88892,COUNTY DURHAM,Shooting,October,2007,NY83,Species involved: Buzzard x 1.,No Link,ENGLAND,{9FA20461-8018-4124-9B7B-D58B93E1CD04},69186.4755269707,299172465.631492
7204,95493,CUMBRIA,Poisoning,September,2012,NY71,Species targeted: Birds of prey. Species involved: Poison bait (duck) x 1. Tested positive for: Carbofuran.,No Link,ENGLAND,{D029D434-65BD-4D9F-8715-63EAD7477D45},68881.8941879755,296544150.666076
7205,94684,BERKSHIRE,Shooting,March,2011,SU88,Species involved: Buzzard x 1.,No Link,ENGLAND,{3CF3DCAE-8BCF-4464-8F11-579552EEFD08},64306.2541985037,258455333.121225
7206,99096,SHROPSHIRE,Shooting,October,2016,SO69,Species involved: Red kite x 1.,No Link,ENGLAND,{41C8E9B8-F3C9-4024-9247-8DE21531EC45},65750.8247676156,270197626.50535
7207,97542,KENT,Shooting,August,2015,TQ46,Species involved: Peregrine falcon x 1.,No Link,ENGLAND,{19C9D198-9B36-4C73-9777-47598779B1E0},64026.9502217277,256215082.940696
7208,95838,DERBYSHIRE,Shooting,April,2012,SK24,Species involved: Buzzard x 1.,No Link,ENGLAND,{E61EBDD8-2D03-4844-9BE0-70CEACEEB45D},66431.2870588697,275819186.376196
7209,98688,NORTH YORKSHIRE,Shooting,October,2016,SE48,Species involved: Buzzard x 1.,https://raptorpersecutionscotland.wordpress.com/2016/10/28/buzzard-with-shotgun-injuries-found-in-thirsk-north-yorkshire/,ENGLAND,{53B702E5-B4C9-484A-B2EF-7F6A84FA5D79},68429.3847280245,292660735.507988
7210,93930,HIGHLAND,Shooting,June,2011,NH72,Species targeted: Kestrel.,No Link,SCOTLAND,{D2287A92-9AA3-47C0-8710-A00DCADC7FA5},73948.1284509216,341769772.778422
7211,97484,EAST LOTHIAN,Illegal Trapping (Other),March,2015,NT65,Species targeted: Birds of prey.,No Link,SCOTLAND,{CBAC0129-FEBD-404B-88D6-6870ED5A0EAE},71077.9861378056,315754441.723017
7212,96265,POWYS,Poisoning,August,2013,SO11,Species targeted: Birds of prey. Species involved: Poison bait (pheasant) x 1. Tested positive for: Bendiocarb.,https://ww2.rspb.org.uk/community/ourwork/b/investigations/archive/2016/03/10/trouble-in-the-valleys.aspx,WALES,{520496BC-4D64-44F9-B2E6-B372058E6DAF},64688.4653854376,261536785.905833
7213,98936,ANTRIM,Shooting,September,2016,J28,Species involved: Peregrine falcon x 1.,http://www.newtownabbeytoday.co.uk/news/environment/police-investigate-after-protected-bird-shot-in-ballyclare-1-7602675  ,NORTHERN IRELAND,{1BBFAE02-6033-438B-AE73-A35205B753BF},69124.5626953678,298637263.487145
7214,94332,LINCOLNSHIRE,Poisoning,September,2011,TF38,"Species involved: Peregrine falcon x 1; poison bait (pigeon) x 1. Tested positive for: Aldicarb.",No Link,ENGLAND,{E0507388-51A8-4B9A-BA29-6B81AAD92B48},66947.3630152541,280121280.24408
7215,94110,NORFOLK,Shooting,March,2011,TL95,Species involved: Buzzard x 1.,No Link,ENGLAND,{5366C2D8-FF2D-4CBB-BD42-2613D8B33DB3},65142.4029545613,265220229.623487
7216,98499,ARMAGH,Shooting,August,2015,H74,Species involved: Peregrine falcon x 1.,No Link,NORTHERN IRELAND,{C4EC376E-BCF5-455D-A3E6-BC5B1CF6B259},68546.7794300122,293665752.888944
7217,98576,DEVON,Shooting,July,2014,SX59,Species involved: Peregrine falcon x 1.,No Link,ENGLAND,{F0A57F7A-0721-4E9A-A672-AAD0FECB4FE1},63167.6029428624,249383560.947494
7218,98527,EAST RIDING OF YORKSHIRE,Shooting,September,2016,SE96,Species involved: Marsh harrier x 1.,http://www.yorkpress.co.uk/news/14843965.Bird_of_prey_badly_injured_after_being_shot/,ENGLAND,{03D97091-2EDD-403D-8BC8-294CB0EEBB83},68117.17592421,289996295.508517
7219,97674,STAFFORDSHIRE,Shooting,May,2015,SJ74,Species involved: Peregrine falcon x 1.,No Link,ENGLAND,{05EC0838-122B-42BB-9C1A-F05B628A2D20},66431.2618269514,275818976.85098
7220,98299,NORTH YORKSHIRE,Shooting,June,2016,SE15,Species involved: Red kite x 1.,https://northyorkshire.police.uk/news/red-kite-persecution-nothing-short-disgraceful-another-bird-found-dead/,ENGLAND,{D4D1F9B1-C4CB-4AD7-931F-D42E678C76E0},67991.9813944957,288931288.584517
7221,98508,TYRONE,Poisoning,April,2015,H45,Species involved: Buzzard x 1. Tested positive for: Carbofuran.,No Link,NORTHERN IRELAND,{6B191EE2-5193-4137-86D2-654EB44E345F},68705.2436807825,295025099.069911
7222,102104,WREXHAM,Poisoning,February,2021,SJ13,Species involved: Red kite x 1. Tested positive for: Bendiocarb.,https://tinyurl.com/bd5j928h,WALES,{F1AADAED-F3D0-4A5B-ACCB-7DE5FCEA7507},66279.2345354854,274558000.202476
7223,94294,WILTSHIRE,Illegal Pole/Spring Trapping,July,2008,ST92,Species targeted: Birds of prey.,No Link,ENGLAND,{D164C388-E393-4EBB-9E6D-6515533B3E77},63573.4017385965,252598023.139842
7224,98103,SCOTTISH BORDERS,Poisoning,September,2015,NT35,Species involved: Buzzard x 1. Tested positive for: Carbofuran. ,No Link,SCOTLAND,{96B5FBEC-0FF3-4560-B5A7-36CB7ED20512},71069.7170642552,315680977.173707
7225,98983,DUMFRIES AND GALLOWAY,Poisoning,September,2016,NX65,"Species involved: Buzzard x 1; poison bait (pheasant) x 1. Tested positive for: Carbofuran.",No Link,SCOTLAND,{B3D93234-9855-45DB-B496-C4977263587E},69447.1316262536,301430944.713654
7226,101885,PERTH AND KINROSS,PersecutionOther,January,2021,NN83,Species targeted: Birds of Prey.,No Link,SCOTLAND,{5C48190A-0258-4399-838C-92C7A2F9EC62},72379.1336024587,327420613.44384
7227,91080,HIGHLAND,Poisoning,February,2009,NH72,Species targeted: Birds of prey. Species involved: Raven x 1. Tested positive for: Carbofuran,No Link,SCOTLAND,{EB21B530-F4A7-4408-8124-DB3AD31017B9},73948.1284509216,341769772.778422
7228,100467,SCOTTISH BORDERS,Illegal Pole/Spring Trapping,May,2017,NT75,Species targeted: Birds of prey. ,https://www.independent.co.uk/environment/gamekeeper-killed-buzzards-badger-otter-longformacus-estate-a9017051.html,SCOTLAND,{0854DCB5-7AAC-4815-B8C1-52B7ECC31BE2},71079.6427004586,315769160.073289
7229,101705,WILTSHIRE,PersecutionOther,August,2020,SU06,Species involved: Red kite x 1.,https://community.rspb.org.uk/ourwork/b/investigations/posts/community-order-for-gamekeeper-after-birds-of-prey-found-down-wiltshire-well,ENGLAND,{9318F2DB-CADE-46AF-BD8E-994ADFB1E2BF},64069.143370925,256552882.879002
7230,88350,CUMBRIA,Shooting,April,2007,NY71,Species involved: Buzzard x 1.,No Link,ENGLAND,{F6704F7B-038F-4FC3-AF9D-C72A9460E922},68881.8941879755,296544150.666076
7231,98762,DERBYSHIRE,Shooting,September,2016,SK07,Species involved: Peregrine falcon x 1.,http://www.bbc.co.uk/news/uk-england-derbyshire-37366859,ENGLAND,{F61CD03C-7772-4784-92ED-CA8DE0C059A5},66848.9070095928,279297965.963853
7232,95130,ANTRIM,Poisoning,January,2012,D13,Species targeted: Birds of prey. Species involved: Raven x 1. Tested positive for: Carbofuran.,No Link,NORTHERN IRELAND,{13568775-193C-4A75-B921-6621BD88B2D6},69902.8705279701,305400145.372709
7233,92559,DOWN,Poisoning,April,2009,J44,Species targeted: Birds of prey. Species involved: Raven x 1. Tested positive for: Alphachloralose.,No Link,NORTHERN IRELAND,{693EDD7C-1816-4905-B49C-73F80EA803BE},68508.8276201181,293340657.635386
7234,98186,LANCASHIRE,Illegal Pole/Spring Trapping,April,2016,SD54,Species involved: Peregrine falcon x 1.,https://ww2.rspb.org.uk/community/ourwork/b/investigations/archive/2018/08/08/peregrine_2d00_persecution_2d00_filmed_2d00_bowland.aspx,ENGLAND,{16A65F49-5FF3-4E33-AA6B-B0B039CDC1E1},67841.9763303248,287657802.234797
7235,100313,WEST MIDLANDS,Shooting,January,2019,SP06,Species involved: Buzzard x 1.,No Link,ENGLAND,{C79F6C9B-211B-40D4-9963-828B914E8956},65354.5124064285,266950209.183527
7236,92637,BEDFORDSHIRE,Shooting,January,2009,TL13,Species involved: Barn owl x 1.,No Link,ENGLAND,{31345EAB-B041-4C47-A697-62A328AB07A0},64934.1782822194,263527408.456739
7237,100551,DOWN,PersecutionOther,February,2018,J58,Species targeted: Birds of prey. Possession of: Carbofuran.,No Link,NORTHERN IRELAND,{8CF85F72-09B0-4A92-8E2E-28EA4C253640},69103.3210554079,298453751.271991
7238,102146,DEVON,Poisoning,April,2020,SX39,Species targeted: Birds of prey. Species involved: Poison bait (lamb x 1). Tested positive for: Lindane,No Link,ENGLAND,{81659420-1112-4884-A260-2694D783FC80},63155.6271993251,249289009.645187
7239,93072,HIGHLAND,Poisoning,May,2010,NH69,Species involved: Golden eagle x 1. Tested positive for: Aldicarb.,No Link,SCOTLAND,{FDDBB4E3-E622-4ED7-9513-774B856F7D96},75224.2792159183,353667667.128139
7240,101382,BERKSHIRE,Illegal Pole/Spring Trapping,August,2020,SU56,Species involved: Red kite x 1.,https://community.rspb.org.uk/ourwork/b/investigations/posts/red-kite-killed-in-illegal-pole-trap-,ENGLAND,{E161E9EB-0EE2-4561-81A8-7AE111120567},64063.1252774651,256504688.184894
7241,101701,NOTTINGHAMSHIRE,Illegal Trapping (Other),January,2021,SK74,Species involved: Buzzard x 1.,https://www.bbc.co.uk/news/uk-england-nottinghamshire-60156311,ENGLAND,{6C68DDA9-3993-454F-86AF-BE908A322607},66420.0888077038,275726204.615628
7242,101277,SUFFOLK,Poisoning,January,2019,TM15,Species involved: Buzzard x 1. Tested positive for: Alphachloralose. ,No Link,ENGLAND,{0D2B898E-AE98-48BC-8B17-0012D332C23E},65125.0488747789,265078937.118127
7243,102479,NORFOLK,Shooting,August,2021,TL78,Species involved: Goshawk x 1.,https://www.rspb.org.uk/about-the-rspb/about-us/media-centre/press-releases/gamekeeper-escapes-jail-after-killing-birds-of-prey/,ENGLAND,{D997F581-8F21-4062-A665-0FB2AF72C93C},65553.7268018841,268580133.122654
7244,98579,SHROPSHIRE,Shooting,September,2014,SJ61,Species involved: Buzzard x 1.,No Link,ENGLAND,{E4F7C77D-ADA4-4EEC-B166-B836DD187C1A},66020.2947270874,272416899.320904
7245,98358,NORTH YORKSHIRE,Nest Destruction,June,2016,NZ00,Species involved: Buzzard nest.,No Link,ENGLAND,{FA138C4D-5919-449C-98E0-51441DDBF681},68732.874922479,295262447.731873
7246,101180,NORTH YORKSHIRE,Shooting,April,2020,SE08,Species targeted: Buzzard x 1.,https://community.rspb.org.uk/chat/f/hello/276252/two-buzzards-lured-to-their-deaths/1337430 ,ENGLAND,{854D9FE7-06ED-47CD-8B51-E543C833CC04},68434.2712791939,292702535.084169
7247,94056,DERBYSHIRE,Illegal Trapping (Other),November,2010,SK19,Species targeted: Birds of prey.,No Link,ENGLAND,{0F66E142-CFAE-4EC8-81EB-F70D83FEB956},67129.7178405525,281649381.597783
7248,93689,SCOTTISH BORDERS,Poisoning,November,2010,NT35,Species involved: Buzzard x 1. Tested positive for: Carbofuran.,No Link,SCOTLAND,{C963844F-6C2B-4B86-9282-78F4A608B1AB},71069.7170642552,315680977.173707
7249,99287,SUFFOLK,Shooting,July,2017,TM14,Species involved: Peregrine falcon x 1.,https://ww2.rspb.org.uk/community/getinvolved/b/south-east/archive/2017/05/26/peregrine-falcon-found-shot-in-sussex.aspx,ENGLAND,{8047EB64-6906-46DC-A7D6-423FC6B668AE},64994.7416168039,264019214.723873
7250,103306,HAMPSHIRE,Shooting,March,2021,SU46,Species involved: Barn owl x 1.,No Link,ENGLAND,{2DCCB427-CA45-44D6-A3C2-94D8FF2B2F76},64065.1342427881,256520776.077636
7251,92384,SOUTH LANARKSHIRE,Poisoning,April,2009,NS81,Species targeted: Birds of prey. Species involved: Raven x 1. Tested positive for: Carbofuran,No Link,SCOTLAND,{F73F6ED5-9958-4E50-9FCF-1B16FD07C676},70400.2644867051,309761763.93521
7252,94784,BEDFORDSHIRE,Poisoning,February,2012,TL12,Species involved: Red kite x 1. Tested positive for: Carbofuran.,http://ww2.rspb.org.uk/our-work/rspb-news/news/313401-police-appeal-after-red-kites-illegally-poisoned-in-the-chilterns,ENGLAND,{59CC5AAD-5EFC-4CB7-A0C9-0B8AB28D91B9},64804.8135946891,262478430.342902
7253,103072,DERBYSHIRE,Poisoning,March,2021,SK46,Species involved: Buzzard x 2. Tested positive for: Alphachloralose.,No Link,ENGLAND,{7C50F299-C200-4869-9FF2-0E79C5331F2F},66704.8756542469,278095719.991097
7254,102035,GLOUCESTERSHIRE,Nest Destruction,June,2021,SO91,Species involved: Goshawk nest.,https://tinyurl.com/3b5zdfhc,ENGLAND,{BF4D8D1D-AD9D-4160-BF65-92FD6B44CA4E},64703.4338415449,261657836.178883
7255,97235,NORTH YORKSHIRE,PersecutionOther,April,2015,NZ00,"Species targeted: Birds of prey. Possession of: Alphachloralose, bendiocarb",https://ww2.rspb.org.uk/community/ourwork/b/investigations/archive/2016/12/09/more-dark-secrets-in-north-yorkshire.aspx,ENGLAND,{54FA1152-5330-4B19-84E1-03DFEB39C662},68732.874922479,295262447.731873
7256,98798,DEVON,Shooting,August,2016,SX86,Species involved: Peregrine falcon x 1.,https://www.devon-cornwall.police.uk/News/newsarticle.aspx?id=d89a720d-be7c-4ab8-a5d1-5fee17b9a5f1 ,ENGLAND,{7B369F6F-01B6-4F90-B0EA-AEDA0AA46D5C},62823.5175952041,246674078.482149
7257,96552,WEST YORKSHIRE,Shooting,November,2013,SE34,Species involved: Red kite x 1.,No Link,ENGLAND,{5BD1407A-753C-4E1D-A7A9-DF2239B7B34D},67843.9325563973,287674391.804336
7258,103102,SURREY,Poisoning,July,2020,TQ05,Species involved: Peregrine x 1. Tested positive for: Bendiocarb.,No Link,ENGLAND,{AD241582-F37E-42B1-B685-6F94F818C0F3},63922.27904479,255378045.826964
7259,94981,PEMBROKESHIRE,Poisoning,March,2011,SN02,Species involved: Red kite x 1. Tested positive for: Fenthion.,No Link,WALES,{82F776CB-B077-4155-85C9-F8622CA63A82},64753.0221984247,262059054.928073
7260,93295,HIGHLAND,Poisoning,June,2010,NH73,Species involved: White-tailed eagle x 1. Tested positive for: Carbofuran.,No Link,SCOTLAND,{10A76806-172F-424C-9E00-F0FF51118305},74128.4084733838,343438223.981425
7261,97506,KENT,Shooting,March,2015,TQ93,Species involved: Barn owl x 1.,No Link,ENGLAND,{8B4DAFE5-496A-4A59-8971-AD20E9E4AED4},63621.3789628818,252979424.541996
7262,96262,POWYS,Poisoning,August,2013,SO11,Species targeted: Birds of prey. Species involved: Poison bait (pheasant) x 1. Tested positive for: Bendiocarb.,https://ww2.rspb.org.uk/community/ourwork/b/investigations/archive/2016/03/10/trouble-in-the-valleys.aspx,WALES,{A22AD9FC-6B17-4D69-A570-30F7761615BB},64688.4653854376,261536785.905833
7263,95678,SOUTH LANARKSHIRE,Shooting,March,2013,NS91,Species targeted: Buzzard.,No Link,SCOTLAND,{54344DBD-4605-4B89-B35F-3B5E8C63B7F8},70406.1519738667,309813576.322044
7264,101712,WILTSHIRE,PersecutionOther,August,2020,SU06,Species involved: Buzzard x 1. ,https://community.rspb.org.uk/ourwork/b/investigations/posts/community-order-for-gamekeeper-after-birds-of-prey-found-down-wiltshire-well,ENGLAND,{21F4FF5F-0294-48AC-9B48-93A9D1B3C8DA},64069.143370925,256552882.879002
7265,97032,CUMBRIA,Poisoning,February,2015,NY01,Species involved: Peregrine falcon x 1. Tested positive for: Carbofuran.,https://www.rspb.org.uk/Images/legal-eagle-79_tcm9-421996.pdf,ENGLAND,{1142183A-8778-44ED-AF96-7E44BE21EC89},68860.8363507398,296362864.876603
7266,99939,NORTH YORKSHIRE,Shooting,July,2018,SE05,Species involved: Red kite x 1.,https://northyorkshire.police.uk/news/appeal-for-information-after-red-kite-found-dead-in-the-yorkshire-dales/ ,ENGLAND,{F551F15D-2BE9-46DF-AFAA-1F0EE6FBED54},67992.4573541005,288935333.790335
7267,95880,CORNWALL,Shooting,July,2012,SX37,Species involved: Barn owl x 1.,No Link,ENGLAND,{C4C2A155-690E-4A82-AB29-4A7CBC7FDF95},62915.8826694055,247399948.783407
7268,92954,CAMBRIDGESHIRE,Poisoning,March,2009,TL17,Species involved: Buzzard x 1. Tested positive for: Alphachloralose.,No Link,ENGLAND,{F06088AA-52A4-40CE-82BC-062EAA0ACE9F},65458.4729346472,267800170.30691
7269,99774,SOMERSET & AVON,Shooting,September,2017,ST67,Species involved: Sparrowhawk x 1.,No Link,ENGLAND,{E499BE37-0A71-4F25-A823-8EE7829E2C61},64192.2388143611,257539657.743339
7270,93699,HIGHLAND,PersecutionOther,April,2010,NH55,Species involved: Sparrowhawk x 1.,No Link,SCOTLAND,{2BB9068C-9660-49C0-A521-215A7E8EB4AE},74475.0592560651,346657815.057741
7271,96682,NORTHUMBERLAND,Shooting,April,2013,NY89,Species involved: Buzzard x 1.,No Link,ENGLAND,{E1B48D18-A6D5-4714-9B1D-D26FCA3015AE},70117.6882568592,307280076.255505
7272,96473,DERBYSHIRE,Shooting,March,2014,SK09,Species involved: Buzzard x 1.,No Link,ENGLAND,{0872172D-7E74-45D3-912B-2DCAF8B58D2F},67130.1763414145,281653229.006091
7273,89038,SOUTH AYRSHIRE,Poisoning,May,2007,NS42,Species involved: Peregrine falcon x 1. Tested positive for: Carbofuran.,No Link,SCOTLAND,{F616B23F-53F0-459F-8C59-1DD4FCC9CACC},70530.9992279162,310913300.938877
7274,102582,KENT,Illegal Pole/Spring Trapping,June,2021,TR06,Species involved: Barn owl x 1.,No Link,ENGLAND,{B1D6EDD3-FE11-43B8-BF68-CBD2E3992281},63984.7894133262,255877764.209485
7275,95492,CONWY,Poisoning,July,2012,SH67,Species targeted: Peregrine falcon. Species involved: Poison bait (pigeon) x 1. Tested positive for: Bendiocarb.,https://www.bbc.co.uk/news/uk-wales-25372301,WALES,{1BEFB232-0B33-428F-9CCE-E2C316C526E5},66807.2294990371,278949811.350129
7276,96483,POWYS,Poisoning,March,2013,SJ02,Species involved: Red kite x 1. Tested positive for: Aldicarb.,No Link,WALES,{92A31AD4-AF94-45FA-8871-AE5FB41BEB16},66138.7867248658,273395636.100037
7277,99203,ABERDEENSHIRE,Illegal Pole/Spring Trapping,July,2016,NO39,Species targeted: Birds of prey.,https://www.rspb.org.uk/our-work/rspb-news/news/422521-illegal-bird-traps-discovered-on-deeside-grouse-moor-,SCOTLAND,{19DB4971-2712-46CD-80AD-88F262DFBA04},73448.2194491345,337164479.755686
7278,99078,DENBIGHSHIRE,Poisoning,September,2016,SJ04,Species involved: Buzzard x 1. Tested positive for: Aldicarb.,No Link,WALES,{F1E441DB-3A3C-4750-A70D-48E9C2289101},66412.3736176649,275662152.660606
7279,89352,SCOTTISH BORDERS,Poisoning,March,2007,NT64,"Species involved: Buzzard x 1; crow x 2; magpie x 1, poison bait (hare/rabbit) x 13. Tested positive for: Carbofuran.",No Link,SCOTLAND,{9B01A8C7-BD70-4D87-A958-AFE688685C35},70915.2206766371,314309968.051626
7280,91616,ANGUS,Poisoning,June,2009,NO45,Species involved: Red kite x 1. Tested positive for: Alphachloralose.,No Link,SCOTLAND,{2E679858-9241-4E4D-A510-55013D48F64A},72752.4759112388,330807097.622954
7281,100182,NORTH YORKSHIRE,Shooting,November,2018,SE17,Species involved: Hen harrier x 1.,https://community.rspb.org.uk/ourwork/b/investigations/posts/shot-hen-harrier-found-on-north-yorkshire-grouse-moor ,ENGLAND,{816922E8-C518-4900-9B7C-4CA8D4CC35FA},68285.7116070692,291433093.022158
7282,93977,EAST AYRSHIRE,Poisoning,April,2008,NS53,Species targeted: Birds of prey. Species involved: Poison bait (pigeon) x 1. Tested positive for: Carbofuran.,No Link,SCOTLAND,{21D3CB98-AEA0-420C-8B8C-0BDD9C648457},70699.6407036499,312401884.480049
7283,93313,LANCASHIRE,Poisoning,March,2010,SD54,Species involved: Buzzard x 2. Tested positive for: Alphachloralose.,No Link,ENGLAND,{CFEE038B-4280-49E4-8B9E-44ACEF23502C},67841.9763303248,287657802.234797
