OBJECTID,RSPB_Reference,County,Incident_Type,Month,Year,Grid_Square,Details,More_Info_Here,Country,GlobalID,SHAPE_Length,SHAPE_Area
8530,95000,BEDFORDSHIRE,Shooting,February,2012,TL23,Species involved: Sparrowhawk x 1.,https://raptorpersecutionscotland.wordpress.com/2012/06/06/pigeon-fancier-gets-police-caution-for-killing-sparrowhawks/,ENGLAND,{5025E73D-EFBE-44A2-A9A3-99568456FE94},64929.1505448404,263486600.885806
8531,93683,HIGHLAND,Illegal Pole/Spring Trapping,September,2010,NG92,Species targeted: Birds of prey.,No Link,SCOTLAND,{2DE3BEFF-0630-463A-BB58-910F600EC317},73866.3888775459,341014627.807042
8532,93827,HIGHLAND,Poisoning,February,2011,NH69,Species involved: Red kite x 1. Tested positive for: Alphachloralose.,No Link,SCOTLAND,{EE367A0B-2193-4A70-B05F-8A4E71EEE4DE},75224.2792159183,353667667.128139
8533,90342,ANGUS,Poisoning,May,2008,NO46,"Species targeted: Birds of prey. Species involved: Poison bait (meat) x 5. Tested positive for: Bendiocarb, carbofuran, isofenphos.",No Link,SCOTLAND,{1D905E8A-AD00-4B3A-AF2D-C5EF1DEBA712},72925.801468031,332385207.065319
8534,95486,ABERDEENSHIRE,Illegal Trapping (Other),September,2012,NJ41,Species targeted: Birds of prey.,No Link,SCOTLAND,{63538313-BF6A-4370-A3D6-EFE173CB84D5},73807.7388960392,340473313.558424
8535,96856,LEICESTERSHIRE,Shooting,September,2014,SK70,Species involved: Sparrowhawk x 1.,No Link,ENGLAND,{17F4FAF9-22B7-4779-860B-2B6817387431},65875.6212932709,271224284.14233
8536,98071,DOWN,Shooting,February,2014,J45,Species involved: Red kite x 1.,No Link,NORTHERN IRELAND,{CD8B4DF8-8126-4C57-B08B-1480B0DB8B7F},68658.1074920304,294620423.805351
8537,98578,NORFOLK,Shooting,August,2014,TF80,Species involved: Buzzard x 1.,No Link,ENGLAND,{975E3352-91DD-475A-AF72-57CBB2B55F80},65813.1328896212,270709968.553034
8538,101084,HIGHLAND,Shooting,March,2020,NH94,Species involved: Buzzard x 1.,https://www.inverness-courier.co.uk/news/dead-buzzard-found-near-nairn-after-being-shot-195002/,SCOTLAND,{39C880AC-6AD4-4A5F-9CBC-D16B4CE039C3},74324.2352304666,345255160.298912
8539,92553,TYRONE,Poisoning,June,2009,H85,Species targeted: Birds of prey. Species involved: Poison bait (rabbit) x 1. Tested positive for: Alphachloralose.,No Link,NORTHERN IRELAND,{C89AE751-E323-41F9-9106-6E2E08EBB79A},68692.3373669341,294914267.716995
8540,88641,SCOTTISH BORDERS,Illegal Trapping (Other),August,2007,NT65,Species targeted: Birds of prey.,No Link,SCOTLAND,{4A93C4D5-4010-40A0-A0F3-D62ADFEEBB5E},71077.9861378056,315754441.723017
8541,95844,NORTH YORKSHIRE,Illegal Pole/Spring Trapping,July,2013,SE78,Species targeted: Birds of prey.,No Link,ENGLAND,{C6B1D950-12A6-424D-9498-9080D51D0E6E},68420.5675652633,292585321.005512
8542,94263,CAMBRIDGESHIRE,Poisoning,June,2011,TL59,Species involved: Red kite x 1. Tested positive for: Aldicarb.,No Link,ENGLAND,{475601C0-EC68-4377-9914-B347ED4C7F41},65701.3329137643,269791011.852295
8543,100485,SCOTTISH BORDERS,Illegal Trapping (Other),May,2017,NT75,Species targeted: Goshawk.,https://www.independent.co.uk/environment/gamekeeper-killed-buzzards-badger-otter-longformacus-estate-a9017051.html,SCOTLAND,{2BF3FE2F-09A3-4C5F-B394-C5A5D130182C},71079.6427004586,315769160.073289
8544,90307,DOWN,Shooting,August,2008,J24,Species involved: Red kite x 1.,No Link,NORTHERN IRELAND,{BC238120-6187-4B0C-8472-2DFCB4CB8B5F},68522.1298705947,293454584.237621
8545,96309,POWYS,Poisoning,October,2013,SO11,"Species involved: Buzzard x 1; poison bait (pheasant) x 1. Tested positive for: Bendiocarb.",https://ww2.rspb.org.uk/community/ourwork/b/investigations/archive/2016/03/10/trouble-in-the-valleys.aspx,WALES,{523515A2-5517-4B9B-A2FA-8972A401FF65},64688.4653854376,261536785.905833
8546,92477,ANGUS,Poisoning,June,2009,NO46,Species involved: White-tailed eagle x 1. Tested postive for: Carbofuran.,No Link,SCOTLAND,{F56493F4-516B-4D6B-B70E-07C27A931747},72925.801468031,332385207.065319
8547,89403,SHROPSHIRE,Shooting,July,2007,SO38,Species targeted: Buzzard.,No Link,ENGLAND,{FFE8D58F-2554-4FE4-9D7E-2D684F37547E},65610.6516980438,269046792.232735
8548,91017,FIFE,Shooting,April,2008,NT29,Species involved: Buzzard x 1.,No Link,SCOTLAND,{62DEBE93-34A2-4CC3-809F-8B646048C981},71725.9169707597,321537379.092464
8549,88667,NOTTINGHAMSHIRE,Illegal Trapping (Other),August,2007,SK62,Species targeted: Birds of prey.,No Link,ENGLAND,{6EC2B1AD-F2FB-4C09-8E49-B32454733F4B},66149.5053296523,273484258.032751
8550,100142,SOMERSET & AVON,Illegal Pole/Spring Trapping,November,2018,ST68,Species involved: Sparrowhawk x 1.,No Link,ENGLAND,{BA8DE1C7-8436-499C-9E9E-69A6D1963490},64318.4213435716,258553145.694021
8551,101805,PERTH AND KINROSS,Poisoning,January,2007,NO16,Species involved: Red kite x 1. Tested positive for: Carbofuran,No Link,SCOTLAND,{C2240E22-82AB-4DBE-BB6E-6BE6F69421CF},72913.3056621361,332271308.242337
8552,101963,PERTH AND KINROSS,Shooting,November,2020,NN82,Species involved: Peregrine falcon x 1.,https://tinyurl.com/4mvun4mh,SCOTLAND,{8FAE4F66-3769-4FA8-B749-E6449B468A5F},72208.9982011072,325883141.927586
8553,101296,DENBIGHSHIRE,Poisoning,September,2019,SJ15,"Species involved: Red kite x 1. Tested positive for: Carbofuran, carbosulfan. ",No Link,WALES,{CAD098B2-07D3-482B-B2DD-33F32409C2AB},66554.3348640619,276841910.375045
8554,88973,ABERDEENSHIRE,Shooting,August,2007,NJ73,Species involved: Buzzard x 1.,No Link,SCOTLAND,{77B070B7-EBE1-4A3D-9950-ED2CE22EC1E5},74175.3369503344,343873204.139307
8555,93293,HIGHLAND,Poisoning,May,2010,NH72,Species involved: Red kite x 1. Tested positive for: Aldicarb.,No Link,SCOTLAND,{494D6086-B1DB-4052-ABE8-C5798FDDCD3D},73948.1284509216,341769772.778422
8556,101946,WILTSHIRE,PersecutionOther,September,2020,SU06,Species targeted: Birds of prey. Possession of: Bendiocarb.,https://community.rspb.org.uk/ourwork/b/investigations/posts/community-order-for-gamekeeper-after-birds-of-prey-found-down-wiltshire-well,ENGLAND,{589CC0E2-B569-4F57-8FFA-C4DDD74073D8},64069.143370925,256552882.879002
8557,99242,WEST YORKSHIRE,Shooting,April,2016,SE14,Species involved: Sparrowhawk x 1.,No Link,ENGLAND,{4741022F-079D-4DC1-BDC4-93D4DED3BEAA},67846.3135890233,287694584.548233
8558,95914,CUMBRIA,Illegal Trapping (Other),February,2013,NY52,Species involved: Buzzard x 2.,No Link,ENGLAND,{E83F0868-FE6D-4E70-B491-A9E57673912E},69029.7168362944,297818304.007047
8559,95425,LANCASHIRE,Shooting,November,2012,SD41,Species involved: Buzzard x 1.,http://www.itv.com/news/granada/update/2012-11-12/police-appeal-after-buzzard-is-shot/,ENGLAND,{2583CD86-6F73-4517-A09D-3030D6FB0B53},67407.4243152037,283984496.128903
8560,101539,ABERDEENSHIRE,Illegal Trapping (Other),August,2020,NJ73,Species involved: Sparrowhawk x 1.,https://raptorpersecutionscotland.wordpress.com/2020/10/06/man-charged-for-wildlife-offences-relating-to-illegal-trapping-of-a-bird-of-prey/,SCOTLAND,{2840B106-3121-4AC0-A750-171F87ABFDFC},74175.3369503344,343873204.139307
8561,96266,POWYS,Poisoning,August,2013,SO11,Species involved: Red kite x 1. Tested positive for: Bendiocarb.,https://ww2.rspb.org.uk/community/ourwork/b/investigations/archive/2016/03/10/trouble-in-the-valleys.aspx,WALES,{77AC550F-01FE-4785-AF85-85ECAD26EFA8},64688.4653854376,261536785.905833
8562,100752,CUMBRIA,Shooting,April,2007,NY71,Species involved: Buzzard x 1.,No Link,ENGLAND,{6AE81B4D-99A0-4F3F-98C9-A769A5351EDA},68881.8941879755,296544150.666076
8563,98024,NORTH YORKSHIRE,Shooting,June,2015,SE76,Species involved: Kestrel x 1.,No Link,ENGLAND,{6486EE56-EEF5-4402-8EC8-C9575BB78A51},68125.3979614346,290066307.692591
8564,92690,DEVON,Poisoning,February,2009,SX98,Species targeted: Birds of prey. Species involved: Poison bait (pigeon) x 1. Tested positive for: Aldicarb.,No Link,ENGLAND,{A7D5CBE0-58A9-4168-9A7E-D70F6CBB98B5},63066.5778994757,248586510.144237
8565,101806,ABERDEENSHIRE,Shooting,December,2011,NJ70,Species involved: Buzzard x 1,No Link,SCOTLAND,{B5E299CF-1D57-40DF-AB17-13E45B8C8A30},73636.6438858425,338896627.613141
8566,95614,GREATER MANCHESTER,Shooting,February,2013,SE00,Species involved: Sparrowhawk x 1.,No Link,ENGLAND,{98BD470C-9A88-43F4-9D00-BC12E228AD2E},67271.9514146353,282844158.483703
8567,88979,ABERDEENSHIRE,Shooting,November,2007,NJ70,Species involved: Buzzard x 1.,No Link,SCOTLAND,{C10A66F0-4B26-4ABF-A66C-A44D885ED316},73636.6438858425,338896627.613141
8568,96109,NORFOLK,Poisoning,March,2013,TF74,Species involved: Marsh harrier x 1. Tested positive for: Carbofuran.,No Link,ENGLAND,{F8353DD4-D66A-4F42-8A70-1FD5E6DCF1C4},66364.0939102389,275261500.713684
8569,96108,NORFOLK,Poisoning,February,2013,TF92,Species involved: Buzzard x 1. Tested positive for: Carbofuran.,No Link,ENGLAND,{055720BA-4A69-49F6-A05E-BE5C0146D009},66074.7481374793,272866461.238827
8570,94567,WILTSHIRE,Shooting,November,2011,SU22,Species involved: Goshawk x 1.,No Link,ENGLAND,{F5D6B0E0-04D2-40C6-B541-03BB2CA46CBE},63572.2347007152,252588749.11794
8571,99067,CEREDIGION,Poisoning,February,2016,SN67,Species involved: Red kite x 1. Tested positive for: Fenthion.,No Link,WALES,{084B32A1-3BF9-4FAE-8DB6-6FDC06659C2F},65447.612200368,267711311.473616
8572,98056,SURREY,Shooting,April,2015,TQ35,Species Involved: Buzzard x 1.,No Link,ENGLAND,{86A18ADD-107F-47F0-9C0C-3597909D7398},63907.8936462049,255263114.867361
8573,103078,SOUTH YORKSHIRE,Shooting,March,2021,SE51,Species involved: Buzzard x 1.,No Link,ENGLAND,{9685358D-82C2-433C-A2D1-2434F7C24669},67407.4828637426,283984989.455664
8574,101752,ESSEX,Shooting,August,2020,TQ89,Species involved: Hobby x 1.,https://raptorpersecutionscotland.wordpress.com/2020/08/18/hobby-dies-after-suspected-shooting-in-essex/,ENGLAND,{3941D3BF-C305-46BE-AB7E-41CB0211A7CA},64377.8137689177,259030867.864182
8575,97670,WEST YORKSHIRE,Shooting,March,2015,SE02,Species involved: Peregrine falcon x 1.,http://www.bbc.co.uk/news/uk-england-cornwall-34774259,ENGLAND,{B086739E-9FDF-4C57-9B14-C1DA5C37C0CD},67557.8109753982,285253056.972412
8576,91724,SOUTH LANARKSHIRE,Poisoning,April,2009,NS82,Species targeted: Birds of prey. Species involved: Poison bait (rabbit) x 1. Tested positive for: Carbofuran.,No Link,SCOTLAND,{FD8CAD9C-0413-4606-9247-93FBB68DB2DF},70560.0747943398,311169695.543731
8577,95682,NORFOLK,Shooting,April,2013,TG23,Species involved: Kestrel x 1.,No Link,ENGLAND,{9DA21A81-DE76-4255-9571-69B2DF932583},66182.7853863656,273759506.848505
8578,97253,NORTHAMPTONSHIRE,Shooting,April,2014,SP96,Species involved: Red kite x 1.,No Link,ENGLAND,{134F719D-4647-44D1-9C59-3C079E631B6C},65335.3243557572,266793478.406093
8579,89683,SURREY,Shooting,Unknown,2007,TQ33,Species involved: Kestrel x 1.,No Link,ENGLAND,{13080F04-E887-42B2-A050-1EF313C786F9},63660.4501568088,253290241.609062
8580,90341,PERTH AND KINROSS,Shooting,October,2008,NO23,Species involved: Buzzard x 1.,No Link,SCOTLAND,{44A688D3-5574-4792-ABD3-D4AED43A07BB},72401.2481663941,327620723.587036
8581,98574,NORFOLK,Shooting,May,2014,TG13,Species involved: Sparrowhawk x 1.,No Link,ENGLAND,{C0B6E069-AD84-4B1D-98F8-D08E458DEE56},66192.5578952532,273840359.582022
8582,98182,CUMBRIA,PersecutionOther,April,2015,NY01,Species targeted: Birds of prey. Possession of: Carbofuran.,No Link,ENGLAND,{46A99AAE-289B-4146-A003-01BCE53096C5},68860.8363507398,296362864.876603
8583,90305,WILTSHIRE,Shooting,September,2008,SU36,Species involved: Buzzard x 1.,No Link,ENGLAND,{25945E4F-D993-439A-A804-D4BACD59E003},64066.7407045229,256533641.061403
8584,96394,NORFOLK,Poisoning,April,2013,TG03,"Species involved: Sparrowhawk x 1; buzzard x 2. Tested positive for: Mevinphos/phosdrin.",https://ww2.rspb.org.uk/community/ourwork/b/investigations/archive/2014/11/06/how-bad-does-it-have-to-get.aspx,ENGLAND,{E7542A25-0811-400F-9230-6A1693A5EB00},66201.8898705566,273917578.710696
8585,93393,DUMFRIES AND GALLOWAY,Poisoning,April,2010,NS81,"Species targeted: Birds of prey. Species involved: Carrion crow x 1. Tested positive for: Carbofuran, carbosulfan.",No Link,SCOTLAND,{576B2A85-9DCA-457F-8C6A-43B0E52B771B},70400.2644867051,309761763.93521
8586,89980,WEST MIDLANDS,Illegal Pole/Spring Trapping,May,2008,SO88,Species targeted: Peregrine falcon.,No Link,ENGLAND,{A1B441D0-ED25-4FAA-B751-5194418F5CB9},65619.3297721677,269117968.957266
8587,101073,NORTH YORKSHIRE,Shooting,December,2019,SE85,Species involved: Barn owl x 1.,No Link,ENGLAND,{7F0744AD-2349-46EC-AAD0-F9CD5C758CDD},67975.1734581726,288788455.180295
8588,96801,ARMAGH,Shooting,September,2013,J03,Species involved: Buzzard x 1.,No Link,NORTHERN IRELAND,{4DAA35A8-3B1E-49A0-B0FB-195FFE5C507F},68384.8425499525,292279860.27899
8589,91443,SCOTTISH BORDERS,Poisoning,October,2008,NT35,Species involved: Buzzard x 1. Tested positive for: Carbofuran.,No Link,SCOTLAND,{EA408185-E00B-4D3C-9AD8-1FCAE954C88E},71069.7170642552,315680977.173707
8590,97173,SUFFOLK,Shooting,January,2014,TM58,Species involved: Buzzard x 1.,No Link,ENGLAND,{3ADF1B74-20D6-4DA9-921D-2E89215C331B},65479.6238974481,267973258.934007
8591,90090,HIGHLAND,Poisoning,August,2008,NH72,Species involved: Red kite x 1. Tested positive for: Carbofuran.,No Link,SCOTLAND,{BEF5730B-6A54-488E-ABDD-03DDD0608B61},73948.1284509216,341769772.778422
8592,98529,DEVON,Shooting,June,2015,SX88,Species involved: Peregrine falcon x 1.,No Link,ENGLAND,{B3111065-5C3F-4B39-A62C-BEF5A8AE1D7F},63062.3472414751,248553159.482349
8593,99021,NORTH YORKSHIRE,Shooting,May,2017,SE86,Species involved: Buzzard x 1.,https://ww2.rspb.org.uk/community/ourwork/b/investigations/archive/2017/05/31/buzzards-yorkshire.aspx,ENGLAND,{03B4C4AE-58E9-4FFD-B25B-496BDC9B003E},68121.5286753911,290033358.944194
8594,94320,DOWN,Poisoning,April,2011,J34,Species involved: Red kite x 1. Tested positive for: Carbofuran.,No Link,NORTHERN IRELAND,{B7E66275-413A-4D67-8281-B784AF8D0B11},68515.7243403006,293399721.562054
8595,99925,NORTH YORKSHIRE,Poisoning,January,2018,NZ60,Species involved: Buzzard x 1. Tested positive for: Alphachloralose.,https://www.rspb.org.uk/about-the-rspb/about-us/media-centre/press-releases/buzzard-found-poisoned-on-north-york-moors/ ,ENGLAND,{7D7ADEC7-6F42-4F5C-9ECD-6A8340D689A7},68722.4657516102,295173022.706289
8596,99284,NORTH YORKSHIRE,Shooting,May,2017,SE15,Species targeted: Marsh harrier.,https://ww2.rspb.org.uk/community/ourwork/b/investigations/archive/2017/08/10/video-footage-shows-failed-marsh-harrier-nest-denton-moor-yorkshire.aspx,ENGLAND,{58C9FEF3-C78A-427B-AD7E-D3F2A60FB130},67991.9813944957,288931288.584517
8597,102544,NORTH YORKSHIRE,Shooting,May,2021,SE63,Species involved: Peregrine falcon x 1.,https://raptorpersecutionscotland.wordpress.com/2021/05/20/peregrine-found-critically-injured-with-shotgun-injuries-in-north-yorkshire/ ,ENGLAND,{C09793C0-7AAA-480F-AC35-F2761476854E},67691.958801557,286387023.054798
8598,100575,NORTH YORKSHIRE,Shooting,September,2018,SE16,Species involved: Red kite x 1.,No Link,ENGLAND,{50F53C22-727A-4B1B-BEB5-7943C7E5C290},68138.4452342393,290177425.01283
8599,88903,COUNTY DURHAM,Illegal Trapping (Other),September,2007,NZ44,Species targeted: Sparrowhawk.,No Link,ENGLAND,{BB023B6D-E909-4366-80E3-D8A369DE0890},69334.9658643866,300458033.641003
8600,97324,DERBYSHIRE,Illegal Pole/Spring Trapping,April,2014,SK26,Species involved: Goshawk x 1.,No Link,ENGLAND,{9DCD757D-71D9-468C-B04D-E3867E4225CE},66708.0482715491,278122174.338435
8601,99099,DOWN,Shooting,April,2016,J02,Species involved: Sparrowhawk x 1.,No Link,NORTHERN IRELAND,{11954046-5478-4DE9-A236-3CF4B890D5CE},68237.0303946038,291017712.119808
8602,101948,WILTSHIRE,PersecutionOther,September,2020,SU06,Species involved: Red kite x 1. ,https://community.rspb.org.uk/ourwork/b/investigations/posts/community-order-for-gamekeeper-after-birds-of-prey-found-down-wiltshire-well,ENGLAND,{E183E68E-5BB3-436B-BF2B-38E7AFDDA41D},64069.143370925,256552882.879002
8603,101716,WILTSHIRE,PersecutionOther,August,2020,SU06,Species involved: Buzzard x 1. ,https://community.rspb.org.uk/ourwork/b/investigations/posts/community-order-for-gamekeeper-after-birds-of-prey-found-down-wiltshire-well,ENGLAND,{E4F8B905-513C-492E-8B4E-FEC9C4880062},64069.143370925,256552882.879002
8604,100642,DERBYSHIRE,Poisoning,April,2019,SK09,"Species involved: Buzzard x 1; poison bait (red-legged partridge) x 1. Tested positive for: Alphachloralose.",https://community.rspb.org.uk/ourwork/b/investigations/posts/buzzard-poisoned-in-peak-district-national-park,ENGLAND,{4E0AC9AB-24A3-46B1-AD98-BD578D6C70B8},67130.1763414145,281653229.006091
8605,93323,CEREDIGION,Poisoning,April,2010,SN69,"Species involved: Red kite x 1; buzzard x 1. Tested positive for: Carbofuran.",No Link,WALES,{D94CB7D8-3F2D-45CE-8FDF-7923E8969A41},65713.7956381614,269893374.132367
8606,88471,NORTHUMBERLAND,PersecutionOther,June,2007,NU04,Species targeted: Birds of prey. Possession of: Carbofuran.,No Link,ENGLAND,{5BE6720C-82F5-493E-81B5-E6CD8B6FBEF8},70918.5233757935,314339245.264575
8607,97154,NORTHUMBERLAND,Shooting,April,2015,NY95,Species involved: Buzzard x 1.,No Link,ENGLAND,{C01D5980-6F8B-4C3B-8944-10C018A54159},69493.9502807342,301837510.525751
8608,101718,WILTSHIRE,PersecutionOther,August,2020,SU06,Species involved: Buzzard x 1. ,https://community.rspb.org.uk/ourwork/b/investigations/posts/community-order-for-gamekeeper-after-birds-of-prey-found-down-wiltshire-well,ENGLAND,{4027581C-D898-4F51-93BD-BFFF9A00CA28},64069.143370925,256552882.879002
8609,95833,CAMBRIDGESHIRE,Illegal Trapping (Other),August,2013,TL65,Species targeted: Birds of prey.,No Link,ENGLAND,{9CAA4FC0-ED2C-4340-9700-BFEB2276A91F},65165.2749052187,265406504.736198
8610,90597,SOUTH LANARKSHIRE,Poisoning,November,2008,NS81,Species targeted: Birds of prey. Species involved: Raven x 3. Tested positive for: Carbofuran,No Link,SCOTLAND,{2C242060-4900-4070-9769-EF3CADC75E80},70400.2644867051,309761763.93521
8611,100393,CHESHIRE,Shooting,April,2019,SJ45,Species involved: Peregrine falcon x 1.,https://www.rspb.org.uk/about-the-rspb/about-us/media-centre/press-releases/young-peregrine-falcon-illegally-shot/,ENGLAND,{2A3E7408-9637-4ED0-A8F6-8F2551BED856},66563.8348777061,276920949.673244
8612,90562,SHROPSHIRE,Illegal Pole/Spring Trapping,May,2007,SO38,Species targeted: Birds of prey.,No Link,ENGLAND,{94DE8B5E-79D2-4AB6-8984-BE8F5EA667CF},65610.6516980438,269046792.232735
8613,93157,COUNTY DURHAM,Poisoning,April,2010,NZ02,Species involved: Red kite x 1. Tested positive for: Carbofuran.,No Link,ENGLAND,{63AD58BF-7626-4146-8F6F-666DB53D9D9C},69034.7845879683,297862033.91991
8614,99092,NORTH YORKSHIRE,Shooting,May,2017,SD96,Species involved: Buzzard x 1.,https://ww2.rspb.org.uk/community/ourwork/b/investigations/archive/2017/05/31/buzzards-yorkshire.aspx,ENGLAND,{6B416D11-68D6-439B-B57C-4569D737473B},68138.9189098734,290181459.473888
8615,97109,EAST RIDING OF YORKSHIRE,Illegal Pole/Spring Trapping,March,2015,SE94,Species involved: Buzzard x 1.,No Link,ENGLAND,{A70B18D8-9DFC-4D1C-9012-7665D82554AF},67825.3171200755,287516544.913981
8616,101770,ABERDEENSHIRE,Shooting,May,2007,NO76,Species involved: Buzzard x 1.,No Link,SCOTLAND,{5EE662C1-9744-4426-9B20-569659714688},72932.9533190611,332450404.710856
8617,96223,ANGUS,Illegal Pole/Spring Trapping,September,2013,NO46,Species targeted: Birds of prey.,No Link,SCOTLAND,{44FB5D26-6F88-4EA0-9CE1-D2D3F847179D},72925.801468031,332385207.065319
8618,101348,NORTH YORKSHIRE,PersecutionOther,July,2020,SE17,Species targeted: Birds of prey. ,No Link,ENGLAND,{9DB61031-D736-4F71-A3B3-B2AC7AA725F8},68285.7116070692,291433093.022158
8619,100931,GLOUCESTERSHIRE,Shooting,January,2020,SO72,Species involved: Kestrel x 1. ,https://community.rspb.org.uk/ourwork/b/investigations/posts/police-investigate-deaths-of-three-kestrels ,ENGLAND,{E3D182DF-B587-4529-ABD4-E466994DDDA6},64831.0264735531,262690814.184122
8620,98204,NORTH YORKSHIRE,Illegal Pole/Spring Trapping,May,2016,SD88,Species targeted: Birds of prey.,http://www.rspb.org.uk/community/ourwork/b/investigations/archive/2016/06/01/proceed-with-caution.aspx,ENGLAND,{3BEFC0E4-E74A-404A-AAD9-89F08C390241},68433.768964319,292698238.146283
8621,96028,HIGHLAND,Illegal Pole/Spring Trapping,September,2012,NG82,Species involved: Peregrine falcon x 1.,No Link,SCOTLAND,{78492732-9C49-42EE-B854-3F2E05D9D61F},73853.4082981845,340894784.532103
8622,88740,NORTH YORKSHIRE,Poisoning,September,2007,SE24,"Species involved: Red kite x 2; crow x 1; fox x 1; poison bait (rabbit) x 1. Tested positive for: Mevinphos",No Link,ENGLAND,{5BCECC26-E419-47F5-A0DC-FEAE97FF9D64},67845.3622107421,287686516.144758
